Type,Title,Issuance Date,Cancellation Date,Cause,Count,Monitoring Station,Location Name,Statewide,Island,Island Wide,County,Advisement,Status
Brown Water Advisory,"Brown Water Advisory, Honokahua Bay, Maui",9/28/2015 12:00:00 AM,9/30/2015 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honokahua Bay, Maui, due to heavy rains. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out and continue to practice good personal hygiene and follow up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory, Bellows Beach, Oahu",9/28/2015 12:00:00 AM,9/30/2015 12:00:00 AM,Heavy rains,,,,No,O‘ahu,No,Honolulu,"A Brown Water Advisory is being issued for Bellows Beach, Oahu, due to heavy rains. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out and continue to practice good personal hygiene and follow up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory, Waimanalo Beach Park, Oahu",9/23/2015 12:00:00 AM,9/28/2015 12:00:00 AM,Unknown,,,,No,O‘ahu,No,Honolulu,"A Brown Water Advisory is issued for Waimanalo Beach Park on Oahu.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out and continue to practice good personal hygiene and follow up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory, Honolua Bay, Maui",9/15/2015 12:00:00 AM,9/17/2015 12:00:00 AM,Heavy Rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honolua Bay, Maui due to heavy rains. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,"Brown Water Advisory, island of Oahu",9/11/2015 12:00:00 AM,9/23/2015 12:00:00 AM,Heavy rains,,,,No,O‘ahu,Yes,Honolulu,"A Brown Water Advisory is issued for the island of Oahu. Heavy rains have resulted in storm water runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out Continue to practice good personal hygiene and follow up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory, Kalapaki to Hanalei",9/8/2015 12:00:00 AM,9/18/2015 12:00:00 AM,Heavy Rains,,,,No,Kaua‘i,No,Kauai,"UPDATE:  Due to recent heavy rains, a Brown Water Advisory persists on Kauai on the east and north shores from Kalapaki to Hanalei.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,"Brown Water Advisory, Honolii to Hilo Bay",9/8/2015 12:00:00 AM,9/15/2015 12:00:00 AM,Heavy rains,,,,No,Hawai‘i,No,Hawaii,"Due to recent heavy rains, a Brown Water Advisory will remain for Honolii to Hilo Bay.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,Brown Water Advisory Waikane to Kailua Beach,8/23/2015 12:00:00 AM,8/24/2015 12:00:00 AM,Heavy rains,,,,No,O‘ahu,No,Honolulu,"A Brown Water Advisory is issued for the areas from Waikane to Kailua Beach. Heavy rains have resulted in storm water runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out.  ",Closed
Brown Water Advisory,"Brown Water Advisory Waimea Bay, Oahu",8/23/2015 12:00:00 AM,8/24/2015 12:00:00 AM,Heavy rains,,,,No,O‘ahu,No,Honolulu,"A Brown Water Advisory is issued for Waimea Bay, Oahu. Heavy rains have resulted in storm water runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out.  ",Closed
Brown Water Advisory,"Brown Water Advisory, Wailua, Kauai",8/19/2015 12:00:00 AM,8/24/2015 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory is issued for the areas from Wailua Stream mouth north to Alakukui Point, Kauai. Heavy rains have resulted in storm water runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out.",Closed
Brown Water Advisory,"Brown Water Advisory, Hanalei Bay, Kauai",8/19/2015 12:00:00 AM,8/24/2015 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory is issued for Hanalei Bay, Kauai. Heavy rains have resulted in storm water runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out.  ",Closed
Brown Water Advisory,"Brown Water Advisory, Honokahua Bay, Maui",8/18/2015 12:00:00 AM,8/20/2015 12:00:00 AM,Heavy Rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honokahua Bay due to heavy rains. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,"Brown Water Advisory, Laupahoehoehoe to Volcano, island of Hawaii",8/13/2015 12:00:00 AM,8/24/2015 12:00:00 AM,Heavy rains,,,,No,Hawai‘i,No,Hawaii,"A Brown Water Advisory is issued for the areas from Laupahoehoe to Volcano, on the island of Hawaii. Heavy rains have resulted in storm water runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out.  ",Closed
Brown Water Advisory,"Brown Water Advisory, Wailua, Kauai",7/23/2015 12:00:00 AM,7/27/2015 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory is issued for the island of Kauai.  Heavy rains have resulted in storm water runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff.  However, if the water is brown stay out.  ",Closed
Brown Water Advisory,"BWA Honokahua Bay, MAUI",5/23/2015 12:00:00 AM,5/25/2015 12:00:00 AM,Heavy rains West Maui,,,,No,Maui,No,Maui,"BWA is being issued for Honokahua Bay due to heavy rains.  Public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out",Closed
Brown Water Advisory,BWA Honokahua Bay Maui,5/1/2015 12:00:00 AM,5/5/2015 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"BWA is being issued for Honokahua Bay due to heavy rains.  Public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out. ",Closed
Brown Water Advisory,BWA Honokahua Bay Maui,4/27/2015 12:00:00 AM,4/30/2015 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"BWA is being issued for Honokahua Bay due to heavy rains.  Public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out. ",Closed
Brown Water Advisory,"Brown Water Advisory, Hanalei to Wailua",3/31/2015 12:00:00 AM,4/6/2015 12:00:00 AM,Heavy Rains,,,,No,Kaua‘i,No,Kauai,"Due to recent heavy rains, a Brown Water Advisory is issued for Hanalei to Wailua, Kauai.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,BWA Honokahua Bay Maui,3/26/2015 12:00:00 AM,3/29/2015 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"BWA is being issued for Honokahua Bay due to heavy rains.  Public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out. ",Closed
Brown Water Advisory,BWA Honokahua and Honolua,3/4/2015 12:00:00 AM,3/7/2015 12:00:00 AM,Heavy Rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honokahua and Honolua Bay due to heavy rains. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,"Brown Water Advisory, Honokahua Bay, Maui",3/1/2015 12:00:00 AM,3/3/2015 12:00:00 AM,Heavy Rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honokahua Bay due to localized rains falling  in coastal area. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,"Brown Water Advisory, Honokahua Bay, Maui",2/15/2015 12:00:00 AM,2/17/2015 12:00:00 AM,Heavy Rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honokahua Bay due to localized rains falling  in coastal area. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,BWA Waimea Bay,1/3/2015 12:00:00 AM,1/5/2015 12:00:00 AM,Heavy Rains,,,,No,O‘ahu,No,Honolulu,"BWA is being issued for Waimea Bay due to heavy rains last night.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out.  ",Closed
Brown Water Advisory,"BWA West Maui, MAUI",1/3/2015 12:00:00 AM,1/5/2015 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"BWA is being issued for West Maui from Honolua Bay to Hanakao’o Beach Park due to heavy rains last night.  Most impacted was Honolua Bay and Honokahua Bay.  Not all areas are as bad as Honolua or Honokahua Bay.  Public  is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out.  ",Closed
Brown Water Advisory,"Brown Water Advisory, Kauai",12/23/2014 12:00:00 AM,12/25/2014 12:00:00 AM,Heavy rain,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory(BWA) is being issued for the areas of Wainiha to Wailua on the island of Kauai, due to ongoing heavy rains. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out.",Closed
Brown Water Advisory,BWA for West Maui,12/23/2014 12:00:00 AM,12/25/2014 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory(BWA) is being issued for West Maui from Honolua Bay to Black Rock, Kaanapali. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out.


",Closed
Brown Water Advisory,"BWA Hanakao'o Beach Park, West Maui",12/23/2014 12:00:00 AM,12/25/2014 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory(BWA) is being issued for Hanakao'o Beach Park, West Maui. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out. ",Closed
Brown Water Advisory,"Brown Water Advisory, S Turns, Maui",12/8/2014 12:00:00 AM,12/9/2014 12:00:00 AM,Runoff,,,,No,Maui,No,Maui,"The public is advised to stay out of waters in the vicinity of S Turn, a popular surf site  due to re-suspended pollutants from shoreline and inland sources. The Clean Water Branch was notified by a Maui Ocean Safety official of very turbid water conditions at the location in W. Maui.  In 2004, there was a fatal shark attack at S Turn under turbid water conditions.  If the water is brown stay out.",Closed
Brown Water Advisory,"Brown Water Advisory, Big Island from Kapoho lighthouse to Kalapana",8/14/2014 12:00:00 AM,8/22/2014 12:00:00 AM,Hurricane Iselle,,,,No,Hawai‘i,No,Hawaii,"A Brown Water Advisory is issued for the Island of Hawai'i from Cape Kumukahi lighthouse to Kalapana due to the damage caused by Hurricane Iselle. Although the flood and storm water runoff may not be brown,  the public is advised to stay out of inland and coastal waters in the affected areas due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have also been known to attract sharks due to possible dead animals being washed into the ocean. 
 
",Closed
Brown Water Advisory,BWA select areas north Oahu,7/21/2014 12:00:00 AM,7/25/2014 12:00:00 AM,Heavy Rains,,,,No,O‘ahu,No,Honolulu,"CWB staff on a routine beach sampling run noted Turbid water conditions at Kualoa, Kahana Bay through North shore up to Kaiaka Bay.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out.  ",Closed
Brown Water Advisory,"Brown Water Advisory, island of Maui",7/20/2014 12:00:00 AM,7/23/2014 12:00:00 AM,Heavy Rains,,,,No,Maui,Yes,Maui,"A Brown Water Advisory(BWA) is being issued for Maui, Lanai, and Molokai.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out. 

",Closed
Brown Water Advisory,"Brown Water Advisory, island of Lanai",7/20/2014 12:00:00 AM,7/23/2014 12:00:00 AM,Heavy Rains,,,,No,Lana‘i,Yes,Maui,"A Brown Water Advisory(BWA) is being issued for Maui, Lanai, and Molokai.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out. 

",Closed
Brown Water Advisory,"Brown Water Advisory, island of Molokai",7/20/2014 12:00:00 AM,7/23/2014 12:00:00 AM,Heavy Rains,,,,No,Moloka‘i,Yes,Maui,"A Brown Water Advisory(BWA) is being issued for Maui, Lanai, and Molokai.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out. 

",Closed
Brown Water Advisory,"Brown Water Advisory Honokahua Bay, Maui",7/16/2014 12:00:00 AM,7/18/2014 12:00:00 AM,Backed up storm water breached sand berm,,,,No,Maui,No,Maui,".A Brown Water Advisory(BWA) is being issued for Honokahua Bay on Maui.  Backed up storm water broke through the sand berm at the Honokahua Stream mouth and discharged turbid waters into Honokahua Bay. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean. If coastal waters are brown, stay out.


",Closed
Brown Water Advisory,BWA Wailua KAUAI,7/2/2014 12:00:00 AM,7/6/2014 12:00:00 AM,Landslide,,,,No,Kaua‘i,No,Kauai,"CWB was notified by Surfrider Kauai Chapter late yesterday that Wailua River was very turbid, although there was very little rain in the area.  CWB staff went out to determine source cause of turbid waters this morning.  We have just received information from the Kauai County Public Information Office of an apparent landslide at Mount Waialeale.  Kauai Fire Department Rescue 3 Helicopter was sent to view the slide and took some video footage.  See attachment.  CWB is issuing a BA for Wailua River and the river mouth of Wailua Bay, KAUAI.  The public should stay out of Wailua River and the portion of Wailua Bay near the river mouth due to possible dead animals, fecal matter, broken trees, debris, overflowing cesspools, herbicide, and/or pesticides.

",Closed
Brown Water Advisory,Modified Brown Water Advisory,6/29/2014 12:00:00 AM,7/3/2014 12:00:00 AM,unknown,,,,No,Kaua‘i,No,Kauai,"CWB is issuing a Modified Brown Water Advisory for the coastal waters of Kauai from Moloaa Bay to Anahola Bay due to a brownish-green plume of undetermined source.  Possible source is a coral spawning event or an algae bloom.  However, the color of the plume is not that of a coral spawn and also the color is not what is normally seen for an algae bloom.  Samples have been collected and are being sent to DOH lab for identification.  As a precaution, the public is advised to stay out of the brownish-green plume.  Photos are attached.
",Closed
Brown Water Advisory,"BWA Hanalei to Kalapaki, KAUAI",6/2/2014 12:00:00 AM,6/5/2014 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory is being issued for Kauai from Hanalei Bay to Kalapaki Beach on Kauai.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.   If coastal waters are turbid and brown, stay out. 

Attached photo of Kalapaki 
",Closed
Brown Water Advisory,"Brown Water Advisory Waimea Bay, OAHU",5/25/2014 12:00:00 AM,5/30/2014 12:00:00 AM,Built up storm water breaching sand berm,,,,No,O‘ahu,No,Honolulu,"C&C of Honolulu Ocean Safety has informed Clean Water Branch that built up storm water has breached through the sand berm at Waimea Bay and discharging turbid waters into the bay.   The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. We know of several people contracting Leptospirosis while recreating at the discharge site, so stay out.    For more information on Leptospirosis, go to:  http://health.hawaii.gov/about/files/2013/06/leptobrochure.pdf

If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,"Brown Water Advisory, Oahu",5/25/2014 12:00:00 AM,5/28/2014 12:00:00 AM,Heavy Rains,,,,No,O‘ahu,Yes,Honolulu,"A Brown Water Advisory is being issued for the island of Oahu due to heavy rains. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all areas may be affected however, If any coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,"Brown Water Advisory Honokahua Bay, Maui",5/13/2014 12:00:00 AM,5/15/2014 12:00:00 AM,Rain,,,,No,Maui,No,Maui,"Brown Water Advisory is being issued for Honokahua Bay due to localized rains falling  in coastal area. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,"Brown Water Advisory Honokahua Bay, Maui",5/2/2014 12:00:00 AM,5/9/2014 12:00:00 AM,Rains,,,,No,Maui,No,Maui,"Brown Water Advisory is being issued for Honokahua Bay due to localized rains falling  in coastal area. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,"Brown Water Advisory Honokahua Bay, Maui",4/29/2014 12:00:00 AM,5/1/2014 12:00:00 AM,Rains,,,,No,Maui,No,Maui,"Brown Water Advisory is being issued for Honokahua Bay due to localized rains falling  in coastal area. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,"Brown Water Advisory Honokahua Bay, MAUI",4/7/2014 12:00:00 AM,4/11/2014 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honokahua Bay due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,"Brown Water Advisory Honokahua Bay, MAUI",4/1/2014 12:00:00 AM,4/4/2014 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honokahua Bay due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,"Brown Water Advisorty, Waimea Bay and Bamburas",3/29/2014 12:00:00 AM,4/1/2014 12:00:00 AM,Heavy Rains,,,,No,O‘ahu,No,Honolulu,"A Brown Water Advisory is being issued for Waimea Bay, and Bamburas surf area due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If any coastal waters are turbid and brown, stay out. UPDATE: 3/30Bamburas is no off advsory.

 ",Closed
Brown Water Advisory,"Brown Water Advisory Honokahua Bay, MAUI",3/21/2014 12:00:00 AM,3/25/2014 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honokahua Bay due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,"Brown Water Advisory Kalapaki Bay, KAUAI",3/10/2014 12:00:00 AM,3/21/2014 12:00:00 AM,Heavy Rains,,,,No,Kaua‘i,No,Kauai,"The Brown Water Advisory for Kauai is now updated to include areas from Nawiliwili to Kealia Beach due to heavy rains. . The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,"Brown Water Advisory Honolua Bay, MAUI",3/10/2014 12:00:00 AM,3/14/2014 12:00:00 AM,Heavy Rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Honolua Bay, MAUI. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,Brown Water Advisory Ukumehame to Lahaina,3/3/2014 12:00:00 AM,3/5/2014 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory is being issued for Maui, from Ukumehame to Lahaina. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.

",Closed
Brown Water Advisory,Brown Water Advisory island of Kauai,2/21/2014 12:00:00 AM,2/26/2014 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,Yes,Kauai,"A Brown Water Advisory is being issued for the entire island of Kauai. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,Brown Water Advisory Kauai,2/18/2014 12:00:00 AM,2/21/2014 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory is being issued for the island of Kauai, from Waimea to Kealia due to heavy rains. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out. ",Closed
Brown Water Advisory,"Brown Water Advisory, Kauai",2/5/2014 12:00:00 AM,2/11/2014 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,Yes,Kauai,"A Brown Water Advisory is issued for the island of Kauai.  Heavy rains have resulted in storm water runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff.   However, if the water is brown stay out.


",Closed
Brown Water Advisory,"BWA Balck Rock through Honolua Bay, MAUI",1/29/2014 12:00:00 AM,1/31/2014 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory(BWA) is being issued from Black Rock  to Honolua Bay due to heavy rains. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.   Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean.  If coastal waters are brown, stay out.

",Closed
Brown Water Advisory,BWA West Maui,1/22/2014 12:00:00 AM,1/24/2014 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory(BWA) is being issued for stretches of coastline from Ukumehame to Honolua due to heavy rains last night and early this morning.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.   Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean.  If coastal waters are brown, stay out.

",Closed
